基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
014938,同泰产业升级混合A,2025-08-01,1.6903,1.6903,-0.5,-3.76,3.68,-6.43,95.16,135.19,99.96,58.08,109.35,69.03,69.03
014939,同泰产业升级混合C,2025-08-01,1.668,1.668,-0.5,-3.77,3.65,-6.51,94.79,134.24,98.38,56.19,108.87,66.8,66.8
016243,广发成长领航一年持有混合A,2025-08-01,1.8893,1.9393,0.69,5.44,16.2,34.11,80.64,133.42,70.07,,98.69,96.95,96.9491
018124,永赢先进制造智选混合发起A,2025-08-01,1.8934,1.8934,-0.98,-3.3,3.08,-5.05,13.36,132.15,75.07,,49.7,89.34,89.34
016244,广发成长领航一年持有混合C,2025-08-01,1.865,1.915,0.69,5.43,16.15,33.9,80.02,132.05,68.23,,97.92,94.43,94.426052
018125,永赢先进制造智选混合发起C,2025-08-01,1.877,1.877,-0.98,-3.3,3.04,-5.15,13.13,131.21,73.67,,49.35,87.7,87.7
015915,永赢医药创新智选混合发起A,2025-08-01,1.916,1.916,-0.96,4.15,21.48,44.46,110.62,129.82,87.42,,111.25,91.6,91.6
018993,中欧数字经济混合发起A,2025-08-01,2.0541,2.0541,-2.1,5.01,20.57,37.21,55.4,129.38,,,62.21,105.41,105.41
015916,永赢医药创新智选混合发起C,2025-08-01,1.8963,1.8963,-0.96,4.14,21.44,44.24,110.07,128.77,85.97,,110.65,89.63,89.63
018994,中欧数字经济混合发起C,2025-08-01,2.0313,2.0313,-2.1,5,20.52,37,54.93,128.06,,,61.65,103.13,103.13
020397,中银港股通医药混合发起A,2025-08-01,1.8429,1.8429,-2.35,3,22.61,45.95,111.46,123.14,,,108.5,84.29,84.29
020398,中银港股通医药混合发起C,2025-08-01,1.8203,1.8203,-2.35,2.99,22.57,45.53,110.66,121.02,,,107.65,82.03,82.03
021298,中欧北证50成份指数发起A,2025-08-01,1.9483,1.9483,-0.22,-2.57,-2.45,6.21,29.74,115.14,,,31.93,94.83,94.83
021299,中欧北证50成份指数发起C,2025-08-01,1.9423,1.9423,-0.22,-2.57,-2.48,6.14,29.57,114.6,,,31.73,94.23,94.23
001900,诺安精选价值混合A,2025-08-01,1.9717,1.9717,-0.71,4.59,21.03,36.71,101.56,113.97,84.79,59.54,101.46,97.17,97.17
320016,诺安多策略混合A,2025-08-01,2.986,2.986,1.53,1.05,9.38,28.76,50.35,113.74,88.27,47.89,54.72,198.6,198.6
021030,汇添富国证港股通创新药ETF发起式联接A,2025-08-01,2.0362,2.0362,-2.43,1.56,20.96,44.9,88.83,112.79,,,85.45,103.62,103.62
021031,汇添富国证港股通创新药ETF发起式联接C,2025-08-01,2.031,2.031,-2.44,1.54,20.94,44.83,88.63,112.36,,,85.23,103.1,103.1
006603,嘉实互融精选股票A,2025-08-01,2.2516,2.2516,-1.18,3.23,19.23,40.9,96.15,111.54,90.3,113.87,94.96,125.16,125.16
018128,博时北证50成份指数发起式A,2025-08-01,1.6528,1.6528,-0.22,-2.58,-2.47,6.94,33.44,111.52,81.51,,35.91,65.28,65.28
019670,广发中证香港创新药ETF发起式联接(QDII)A,2025-08-01,1.4652,1.4652,-2.35,2.28,22.3,46.39,88.11,111.43,,,85.12,46.52,46.52
016530,鹏华碳中和主题混合A,2025-08-01,1.5269,1.5269,-0.7,-2.83,3.96,-6.66,15.4,111.22,54.84,,53.89,52.69,52.69
019671,广发中证香港创新药ETF发起式联接(QDII)C,2025-08-01,1.4576,1.4576,-2.34,2.28,22.28,46.29,87.84,110.82,,,84.81,45.76,45.76
017512,广发北证50成份指数A,2025-08-01,1.6778,1.6778,-0.21,-2.57,-2.44,7.11,35.06,110.73,87.13,,37.54,67.78,67.78
018129,博时北证50成份指数发起式C,2025-08-01,1.6363,1.6363,-0.22,-2.59,-2.5,6.83,33.16,110.67,80.07,,35.6,63.63,63.63
020232,嘉实互融精选股票C,2025-08-01,2.2343,2.2343,-1.18,3.22,19.19,40.65,95.61,110.6,,,94.35,75.6,75.597296
017513,广发北证50成份指数C,2025-08-01,1.665,1.665,-0.22,-2.59,-2.46,7.03,34.84,110.09,86.01,,37.29,66.5,66.5
016531,鹏华碳中和主题混合C,2025-08-01,1.5066,1.5066,-0.7,-2.83,3.9,-6.8,15.06,110.01,53.02,,53.36,50.66,50.66
019457,平安先进制造主题股票发起A,2025-08-01,1.6867,1.6867,-0.4,-2.96,4.49,4.53,30.35,109.45,,,59.5,68.67,68.67
019458,平安先进制造主题股票发起C,2025-08-01,1.6692,1.6692,-0.39,-2.97,4.44,4.38,29.96,108.21,,,58.96,66.92,66.92
007713,华富科技动能混合A,2025-08-01,1.3703,1.4203,0.41,-2.41,5.25,1.49,22.73,108.16,41.57,3.27,46.84,42.6,42.597158
017968,华富科技动能混合C,2025-08-01,1.3509,1.3509,0.4,-2.43,5.19,1.33,22.36,106.91,39.9,,46.31,22.64,22.641852
021489,中航趋势领航混合发起A,2025-08-01,2.0039,2.0439,-1.1,-3.07,4.99,-5.22,15.53,106.49,,,43.77,106.14,106.136774
006720,平安核心优势混合A,2025-08-01,2.7939,2.7939,-1.6,1.97,14.87,35.61,92.6,105.75,56.15,29.61,93.62,179.39,179.39
021490,中航趋势领航混合发起C,2025-08-01,1.9901,2.0301,-1.1,-3.08,4.94,-5.36,15.17,105.25,,,43.28,104.73,104.734435
016970,华夏恒生生物科技ETF发起式联接(QDII)A,2025-08-01,1.2903,1.2903,-2.36,1.98,19.94,38.55,79.26,104.87,38.58,,78.29,29.03,29.03
016971,华夏恒生生物科技ETF发起式联接(QDII)C,2025-08-01,1.28,1.28,-2.36,1.98,19.91,38.44,78.97,104.24,37.75,,77.98,28,28
020458,平安医药精选股票A,2025-08-01,2.0311,2.0311,-1.71,1.73,14.34,32.64,85.34,104.13,,,86.37,103.11,103.11
020634,汇添富恒生生物科技ETF发起式联接(QDII)A,2025-08-01,1.8085,1.8085,-2.27,1.95,19.67,38.2,78.63,104.12,,,77.58,80.85,80.85
006721,平安核心优势混合C,2025-08-01,2.6407,2.6407,-1.6,1.95,14.79,35.28,91.77,104.1,53.68,26.56,92.67,164.07,164.07
020459,平安医药精选股票C,2025-08-01,2.0263,2.0263,-1.72,1.72,14.28,32.53,84.92,103.81,,,85.88,102.63,102.63
020635,汇添富恒生生物科技ETF发起式联接(QDII)C,2025-08-01,1.8031,1.8031,-2.28,1.94,19.65,38.13,78.45,103.69,,,77.37,80.31,80.31
001230,鹏华医药科技股票A,2025-08-01,1.8881,1.8881,0.11,3.14,16.71,37.01,87.22,101.98,77.79,76.62,87.55,88.81,88.81
011188,信澳星奕混合A,2025-08-01,1.5287,1.5287,0.3,-2.17,2.4,11.95,25.15,101.92,48.07,9.11,36.05,52.87,52.87
004263,华安沪港深机会灵活配置混合,2025-08-01,2.12,2.332,-2.48,0.9,19.3,28.72,60,101.33,37.57,6.96,59.76,146.21,146.206631
019415,南方港股医药行业混合发起(QDII)A,2025-07-31,1.6013,1.6013,-1.03,4.66,24.01,40.75,84.33,101.19,,,82.13,60.13,
017900,鹏华医药科技股票C,2025-08-01,1.5856,1.5856,0.11,3.13,16.67,36.87,86.85,101.17,76.37,,87.11,58.56,58.56
011223,信澳星奕混合C,2025-08-01,1.4745,1.4745,0.29,-2.18,2.33,11.71,24.63,100.29,45.73,6.53,35.41,47.45,47.45
018078,南方恒生生物科技ETF发起联接(QDII)A,2025-08-01,1.3997,1.3997,-2.38,1.93,19.87,37.89,78.6,99.93,38.24,,77.38,39.97,39.97
018835,广发成长启航混合A,2025-08-01,1.9244,1.9244,-0.92,0.52,7.25,19.28,39.61,99.69,,,37.61,92.44,92.44
