基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
021654,南方中证全指计算机ETF发起联接C,2025-08-01,1.6341,1.6341,0.68,0.23,6.72,11.55,15.39,62.73,,,15.15,63.41,63.41
017001,格林港股通臻选混合C,2025-08-01,1.5556,1.5556,-1.28,-0.84,7.23,13.92,32.59,62.69,,,31.85,55.56,55.56
161903,万家行业优选混合(LOF),2025-08-01,1.1734,4.6781,0.31,0.93,6.4,-0.95,22.34,62.68,4.97,3.29,30.02,743.78,743.779312
006113,汇添富创新医药混合A,2025-08-01,1.9777,1.9777,-1.14,5.11,15.9,33.37,58.98,62.67,17.69,-7.42,57.66,97.77,97.77
009994,嘉实创新先锋混合A,2025-08-01,1.2437,1.2437,-0.39,-2.61,2.55,6.86,17.9,62.6,50.26,42.35,21.97,24.37,24.37
010505,申万菱信创业板量化精选股票C,2025-08-01,0.9292,0.9292,0.37,0.13,8.41,21.91,23.4,62.59,28.48,3.18,20.72,-7.08,-7.08
019115,东财卓越成长A,2025-08-01,1.2913,1.2913,-0.27,-0.17,7.99,19.85,26.4,62.53,,,26.05,29.13,29.13
010213,中欧互联网先锋混合A,2025-08-01,0.9354,0.9354,-0.54,0.24,6.7,12.08,29,62.42,22.9,13.92,29.95,-6.46,-6.46
008121,万家自主创新混合C,2025-08-01,1.0505,1.0505,1.09,1.79,9.4,3.75,21.73,62.19,-5.33,-2.01,24.82,5.05,5.05
004260,德邦稳盈增长灵活配置混合A,2025-08-01,1.0764,1.0764,5.58,8.1,22.83,13.07,10.06,62.13,2.38,-6.97,16.73,7.64,7.64
014600,博时回报严选混合A,2025-08-01,1.0636,1.0636,-0.86,1.59,11.77,32.09,35.11,62.11,18.8,1.27,36.92,6.36,6.36
010394,工银健康生活混合C,2025-08-01,0.8468,0.8468,-1.83,3.71,16.77,32.6,55.95,62.07,18.1,3.97,54.61,-15.32,-15.32
009898,民生加银医药健康股票A,2025-08-01,0.5646,0.5646,-1.33,3.41,23.95,37.37,61.36,62.06,31.36,-6.34,53.51,-43.54,-43.54
001534,华宝万物互联混合A,2025-08-01,1.476,1.476,-0.14,4.98,13.89,37.05,23.1,62.02,9.09,2.07,30.62,47.6,47.6
012889,工银兴瑞一年持有期混合C,2025-08-01,0.8264,0.8264,-1.75,3.73,16.59,31.55,56.04,61.98,19.53,5.94,54.64,-17.36,-17.36
013242,北信瑞丰优势行业股票,2025-08-01,1.0,1.0,-0.11,3.71,11.88,21.45,26.17,61.97,48.46,12.18,34.77,0,0
014673,富国中证港股通互联网ETF发起式联接A,2025-08-01,1.0145,1.0145,-1.36,-3.11,3.11,9.13,26.34,61.88,23.96,24.55,27.84,1.45,1.45
001985,富国低碳新经济混合A,2025-08-01,2.842,3.122,-2.07,4.06,9.73,26.59,32.99,61.75,20.73,1.9,33.05,216.79,216.786403
007355,汇添富科技创新混合A,2025-08-01,2.6399,2.6399,-1.73,2.26,13.04,23.42,26.19,61.75,30.85,23.16,30.9,163.99,163.99
001543,宝盈新锐混合A,2025-08-01,2.827,2.827,0.78,-0.04,5.05,18.24,23.45,61.73,8.15,-25.76,26.04,182.7,182.7
006257,信澳先进智造股票型A,2025-08-01,2.038,2.6583,-0.31,-0.8,-0.43,3.75,8.57,61.69,24.74,-12.09,14.35,166.93,166.932811
011598,信澳医药健康混合A,2025-08-01,1.1453,1.1453,-1.66,0.64,10.9,29.19,52.18,61.67,19.15,22.1,54.56,14.53,14.53
019330,华泰柏瑞中证沪港深云计算产业ETF发起式联接A,2025-08-01,1.4463,1.4463,-1.45,0.98,11.8,20.26,22.82,61.65,,,22.56,44.63,44.63
010214,中欧互联网先锋混合C,2025-08-01,0.9133,0.9133,-0.54,0.23,6.64,11.94,28.67,61.62,21.68,12.24,29.56,-8.67,-8.67
016251,华夏远见成长一年持有混合C,2025-08-01,1.0565,1.0565,0.15,4.26,12.42,19.2,18.35,61.62,28.87,,19.83,5.65,5.65
014674,富国中证港股通互联网ETF发起式联接C,2025-08-01,1.0075,1.0075,-1.36,-3.12,3.09,9.08,26.22,61.59,23.48,23.83,27.71,0.75,0.75
014727,易方达成长动力混合A,2025-08-01,1.5238,1.5238,-1.92,5.89,18.7,36.82,36.65,61.51,57.47,39.68,37.9,52.38,52.38
004905,华泰柏瑞生物医药混合A,2025-08-01,3.1538,3.1538,-0.37,3.66,10,24.96,55.19,61.46,46.63,29.55,55,215.38,215.38
014758,民生加银医药健康股票C,2025-08-01,0.5565,0.5565,-1.33,3.4,23.94,37.2,61.02,61.44,30.33,-7.42,53.18,-27.58,-27.576783
021294,鹏华中证港股通科技ETF发起式联接A,2025-08-01,1.5566,1.5566,-1.09,-3.18,5.01,9.19,26.09,61.41,,,29.63,55.66,55.66
011815,恒越优势精选混合,2025-08-01,0.8317,0.8317,-2.83,6.77,20.82,38.92,41.93,61.37,33.33,-18.79,39.64,-16.83,-16.83
018463,德邦稳盈增长灵活配置混合C,2025-08-01,1.0649,1.0649,5.58,8.1,22.8,12.94,9.79,61.37,1.37,,16.41,-24.89,-24.885378
018325,国泰君安创新成长混合发起A,2025-08-01,0.9885,0.9885,-0.75,3.32,11.49,21.92,25.81,61.36,12.8,,28.71,-1.15,-1.15
014601,博时回报严选混合C,2025-08-01,1.0453,1.0453,-0.86,1.56,11.71,31.92,34.77,61.31,17.62,-0.24,36.52,4.53,4.53
020510,金鹰科技致远混合A,2025-08-01,1.6693,1.6693,0.16,1.05,5,16.69,18.78,61.3,,,22.2,66.93,66.93
017000,格林港股通臻选混合A,2025-08-01,1.5438,1.5438,-1.28,-0.83,7.26,14.06,32.47,61.3,,,31.77,54.38,54.38
