基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
021633,招商中证香港科技ETF发起式联接(QDII)A,2025-08-01,1.5686,1.5686,-0.8,-3.73,2.6,7.24,20.5,56.86,,,25.26,56.86,56.86
011002,同泰大健康主题混合A,2025-08-01,0.6274,0.6274,0.54,8.17,27.24,33.66,52.28,56.77,26.77,-13.91,52.91,-37.26,-37.26
017485,长盛高端装备混合C,2025-08-01,3.665,4.153,-0.6,0.58,5.35,12.46,15.98,56.76,25.73,,16.35,21.57,21.570714
006268,诺德量化核心C,2025-08-01,1.2848,1.3348,0.66,-0.5,5.07,16.38,24.28,56.74,21.26,-5.6,23.35,34.52,34.52498
017978,信澳优享生活混合C,2025-08-01,1.1572,1.1572,-1.25,1.19,2.72,24.4,51.55,56.7,19.41,,54.36,15.72,15.72
018865,泓德数字经济混合发起式A,2025-08-01,1.3077,1.3077,1.03,0.77,5.21,13.69,20.5,56.69,,,19.83,30.77,30.77
017846,国金中证1000指数增强A,2025-08-01,1.151,1.151,0.37,-0.6,5.64,17.53,27.96,56.68,13.69,,26.05,15.1,15.1
018985,信澳双创智选混合A,2025-08-01,1.3441,1.3441,-0.52,-0.45,8.23,15.95,17.74,56.67,,,15.78,34.41,34.41
016345,长安行业成长混合A,2025-08-01,1.0504,1.0504,0.46,-0.99,10.29,23.74,24.68,56.61,25.48,,28.13,5.04,5.04
010655,天弘医药创新C,2025-08-01,1.0375,1.0375,-2.23,0.46,19.05,33,45.88,56.58,29.07,19.76,43.44,3.75,3.75
009910,嘉实动力先锋混合C,2025-08-01,0.8308,0.8308,-1.28,-1.87,6.24,12.8,27.52,56.46,3.26,-7.03,26.57,-16.92,-16.92
021634,招商中证香港科技ETF发起式联接(QDII)C,2025-08-01,1.564,1.564,-0.8,-3.73,2.56,7.16,20.33,56.4,,,25.05,56.4,56.4
013364,大成中国优势混合(QDII)C,2025-07-31,1.3571,1.3571,-1.27,-3.06,8.28,20.99,34.63,56.38,42.94,,35.25,35.71,
015395,招商体育文化休闲股票C,2025-08-01,1.823,1.823,1.73,3.05,5.8,15.89,21.53,56.35,13.94,33.16,19.54,22.51,22.513441
018208,申万菱信中证沪港深数字经济主题指数型发起式C,2025-08-01,1.3091,1.3091,-0.76,-2.5,2.55,3.93,14.96,56.31,25.92,,13.9,30.91,30.91
011643,嘉实时代先锋三年持有混合A,2025-08-01,0.7737,0.7737,-1.43,-1.9,6.57,14.05,28.1,56.3,5.28,-5.93,27.15,-22.63,-22.63
016942,工银中证1000指数增强A,2025-08-01,1.2031,1.2031,0.61,-0.63,6.17,16.91,26.38,56.27,20.02,,26.48,20.31,20.31
003230,创金合信医疗保健股票A,2025-08-01,2.2521,2.18,0.41,6.37,20.7,28.79,52.14,56.22,17.94,-9.31,49.62,118,117.996801
011003,同泰大健康主题混合C,2025-08-01,0.6167,0.6167,0.54,8.17,27.18,33.54,51.97,56.17,25.75,-14.94,52.57,-38.33,-38.33
010852,中欧内需成长混合A,2025-08-01,0.7583,0.7583,-0.97,0.64,7.01,6.06,15.03,56.16,18.06,-7.09,22.74,-24.17,-24.17
015884,中欧港股数字经济混合发起(QDII)A,2025-08-01,1.5307,1.5307,-1.87,-3.61,2.7,6.45,12.69,56.11,25.84,,7.7,53.07,53.07
017847,国金中证1000指数增强C,2025-08-01,1.1402,1.1402,0.37,-0.62,5.59,17.41,27.7,56.06,12.78,,25.77,14.02,14.02
018866,泓德数字经济混合发起式C,2025-08-01,1.2978,1.2978,1.03,0.77,5.18,13.57,20.26,56.06,,,19.55,29.78,29.78
015686,富国新兴产业股票C,2025-08-01,2.528,2.528,-1.63,3.39,12.16,6.44,7.07,56.05,24.78,14.8,15.12,43.55,43.554798
015867,国泰君安中证1000指数增强A,2025-08-01,1.2933,1.2933,0.24,-0.08,7.85,18.61,23.24,56.04,28.14,,22.7,29.33,29.33
018664,中欧国证2000指数增强C,2025-08-01,1.2248,1.247,0.58,-0.2,5.63,16.29,20.6,55.99,25.71,,20.43,25.08,25.076749
013363,大成中国优势混合(QDII)A,2025-07-31,1.3644,1.3644,-1.27,-3.06,8.32,21.22,34.98,55.98,43.2,,35.64,36.44,
013914,大成红利优选一年持有混合发起A,2025-08-01,1.3282,1.3282,-0.4,-1.83,4.58,10.9,15.26,55.98,27.5,,12.69,32.82,32.82
009931,淳厚欣享一年持有期混合A,2025-08-01,1.8659,1.8659,-1.94,2.38,16.14,31.59,34.03,55.95,47.42,40.7,35.66,86.59,86.59
009993,嘉实前沿创新混合,2025-08-01,1.1305,1.1305,-0.16,-1.29,4.36,7.2,19.9,55.95,31.88,17.64,22.92,13.05,13.05
016106,申万菱信兴乐优选混合C,2025-08-01,1.1188,1.1188,-1.51,2.19,6.92,13.09,22.86,55.95,8.61,,23.58,11.88,11.88
011288,上银医疗健康混合A,2025-08-01,0.846,0.846,-1.58,3.75,14.81,28.47,52.27,55.86,29.73,21.46,50,-15.4,-15.4
002085,长盛互联网+混合A,2025-08-01,1.8087,1.8087,0.19,1.63,7.39,8.09,16.87,55.84,13.09,2.88,17.5,80.87,80.87
016346,长安行业成长混合C,2025-08-01,1.0354,1.0354,0.45,-1,10.23,23.57,24.36,55.82,24.22,,27.75,3.54,3.54
015504,华夏兴夏价值一年持有混合发起式A,2025-08-01,1.3203,1.3203,0.05,-1.48,6.25,13.49,35.86,55.81,22.08,,36.56,32.03,32.03
006803,嘉实互通精选股票,2025-08-01,1.2634,1.2634,-0.38,-1.89,4.43,5.77,24.82,55.78,7.06,-2.94,27.56,26.34,26.34
006218,富国生物医药科技混合A,2025-08-01,2.2241,2.2241,-1.0,4.94,17.63,35.24,61.21,55.78,38.33,19.22,57.27,122.41,122.41
021378,兴业中证港股通互联网指数发起式C,2025-08-01,1.5548,1.5548,-1.37,-3.09,2.97,9.15,23.47,55.78,,,25.23,55.48,55.48
019431,永赢睿信混合A,2025-08-01,1.6614,1.6614,-1.2,2.41,13.07,31.13,41.22,55.77,,,43.62,66.14,66.14
019702,易方达上证科创板成长ETF联接发起式A,2025-08-01,1.4868,1.4868,-0.67,1.44,6.72,7.69,19.49,55.72,,,21.28,48.68,48.68
012373,富国稳健恒盛12个月持有混合A,2025-08-01,0.9062,0.9062,-0.3,5.01,17.05,32.85,42.73,55.68,17.4,2.04,43.48,-9.38,-9.38
016943,工银中证1000指数增强C,2025-08-01,1.1919,1.1919,0.61,-0.63,6.14,16.81,26.14,55.68,19.08,,26.21,19.19,19.19
018986,信澳双创智选混合C,2025-08-01,1.3293,1.3293,-0.52,-0.46,8.17,15.77,17.37,55.67,,,15.36,32.93,32.93
011644,嘉实时代先锋三年持有混合C,2025-08-01,0.7613,0.7613,-1.41,-1.89,6.55,13.93,27.84,55.65,4.43,-7.07,26.86,-23.87,-23.87
012454,淳厚鑫悦混合A,2025-08-01,0.8636,0.8636,-0.01,-0.8,9.91,20.87,41.57,55.6,28.13,-5.13,42.46,-13.64,-13.64
019013,景顺长城国证2000指数增强A,2025-08-01,1.3184,1.3184,0.36,0.48,7.04,18.64,24.4,55.58,,,23.86,31.84,31.84
