基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
018557,易方达港股通医药ETF联接A,2025-08-01,1.363,1.363,-2.34,2.06,19.31,37.72,72.4,89.75,,,70.84,36.3,36.3
019598,平安中证港股医药ETF联接A,2025-08-01,1.2915,1.2915,-2.23,1.77,18.39,35.85,69.67,89.68,,,68.45,29.15,29.15
009162,富国医药成长30股票A,2025-08-01,1.2892,1.2892,-0.95,4.64,18.17,43.02,90.91,89.48,71.53,38.04,84.94,28.92,28.92
003413,华泰柏瑞新经济沪港深混合A,2025-08-01,1.6259,1.6259,-0.25,-4.18,4.77,12.25,32.9,89.26,4.97,5.95,34.19,62.59,62.59
018558,易方达港股通医药ETF联接C,2025-08-01,1.3545,1.3545,-2.34,2.06,19.29,37.62,72.15,89.2,,,70.57,35.45,35.45
017519,汇添富北证50成份指数A,2025-08-01,1.4036,1.4036,-0.22,-2.58,-2.46,6.41,32.42,89.09,61.24,,34.82,40.36,40.36
019599,平安中证港股医药ETF联接C,2025-08-01,1.2847,1.2847,-2.23,1.76,18.36,35.75,69.42,89.09,,,68.15,28.47,28.47
018957,中航机遇领航混合发起C,2025-08-01,2.0259,2.0259,-1.91,10.04,26.63,79.98,47.24,89.05,,,52.3,102.59,102.59
015641,银华数字经济股票发起式A,2025-08-01,1.3929,1.3929,-1.22,-3.21,-0.25,0.19,2.09,88.51,37.27,23.44,6.74,39.29,39.29
014317,广发价值领航一年持有混合A,2025-08-01,1.7722,1.7722,-1.03,-1.66,4.68,16.77,39.75,88.39,53.93,63.76,44.39,77.22,77.22
017520,汇添富北证50成份指数C,2025-08-01,1.3893,1.3893,-0.22,-2.59,-2.49,6.3,32.15,88.33,59.97,,34.5,38.93,38.93
012358,汇丰晋信医疗先锋混合A,2025-08-01,0.8787,0.8787,-0.61,5.79,19.21,45.17,88,88.2,48.13,21.55,83.64,-12.13,-12.13
015642,银华数字经济股票发起式C,2025-08-01,1.3831,1.3831,-1.22,-3.22,-0.27,0.14,1.92,88,36.63,22.62,6.54,38.31,38.31
019864,浦银安盛高端装备混合A,2025-08-01,1.8156,1.8156,0.33,-1.61,6.18,11.63,14.05,87.79,,,35.38,81.56,81.56
012584,南方中国新兴经济9个月持有期混合(QDII)A,2025-07-31,1.4112,1.4112,-1.45,-1.25,4.01,12.46,33.99,87.56,92.24,99.6,38.71,41.12,
014318,广发价值领航一年持有混合C,2025-08-01,1.7489,1.7489,-1.04,-1.67,4.64,16.65,39.47,87.51,52.61,61.71,44.04,74.89,74.89
016370,信澳业绩驱动混合A,2025-08-01,1.0453,1.0453,-1.32,12.04,26.24,70.24,30.55,87.46,49.71,,43.9,4.53,4.53
012359,汇丰晋信医疗先锋混合C,2025-08-01,0.8617,0.8617,-0.61,5.79,19.17,45.02,87.57,87.41,46.77,19.85,83.15,-13.83,-13.83
015630,申万菱信乐融一年持有混合A,2025-08-01,1.4033,1.4033,-1.41,-2.07,-9.01,6.19,34.33,87.33,49.13,40.89,44.88,40.33,40.33
010644,富国全球健康生活主题混合(QDII)人民币A,2025-07-31,1.0998,1.0998,-0.76,2.21,18.76,39.14,77.07,86.98,68.22,47.45,78.45,9.98,
015631,申万菱信乐融一年持有混合C,2025-08-01,1.386,1.386,-1.41,-2.07,-9.04,6.07,34.06,86.62,47.97,39.21,44.54,38.6,38.6
007770,同泰开泰混合A,2025-08-01,1.0219,1.0219,0.98,-1.69,1.47,10.02,36.25,86.58,-1.86,-34.22,36.97,2.19,2.19
003598,华商润丰灵活配置混合A,2025-08-01,3.546,3.546,-0.89,3.71,13,36.38,29.13,86.44,74.68,87.62,39.77,254.6,254.6
016371,信澳业绩驱动混合C,2025-08-01,1.0269,1.0269,-1.33,12.03,26.19,69.99,30.15,86.34,47.93,,43.42,2.69,2.69
019865,浦银安盛高端装备混合C,2025-08-01,1.7988,1.7988,0.33,-1.61,6.14,11.51,13.8,86.31,,,35.06,79.88,79.88
014114,广发沪港深医药混合A,2025-08-01,1.158,1.158,-0.78,6.42,23.85,42.86,81.96,86.29,59.59,25.16,78.81,15.8,15.8
007509,华商润丰灵活配置混合C,2025-08-01,3.526,3.526,-0.9,3.71,13.01,36.4,29.06,86.27,74.3,87.06,39.7,252.6,252.6
017517,招商北证50成份指数发起式A,2025-08-01,1.4971,1.4971,-0.21,-2.52,-2.41,6.83,32.35,86.23,65.5,,34.41,49.71,49.71
015052,东方红医疗升级股票发起A,2025-08-01,1.6319,1.6319,-0.32,3.47,17.13,28.77,74.39,86.16,63.68,62.28,73.29,63.19,63.19
007771,同泰开泰混合C,2025-08-01,0.9971,0.9971,0.97,-1.71,1.43,9.91,35.97,85.82,-2.66,-35.01,36.63,-0.29,-0.29
017518,招商北证50成份指数发起式C,2025-08-01,1.4854,1.4854,-0.21,-2.53,-2.43,6.74,32.14,85.68,64.5,,34.18,48.54,48.54
014115,广发沪港深医药混合C,2025-08-01,1.1416,1.1416,-0.78,6.42,23.82,42.72,81.61,85.6,58.31,23.68,78.43,14.16,14.16
006228,中欧医疗创新股票A,2025-08-01,1.7216,1.7216,-1.0,4.36,22.56,40.2,71.54,85.32,22.11,-7.44,65.57,72.16,72.16
015053,东方红医疗升级股票发起C,2025-08-01,1.605,1.605,-0.32,3.45,17.08,28.64,73.98,85.27,62.06,59.88,72.84,60.5,60.5
012093,鹏华创新升级混合A,2025-08-01,1.3589,1.3589,0.03,2.58,14.53,27.78,68.64,85.11,61.95,55.66,69.14,35.89,35.89
