基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
005186,长安鑫兴混合A,2025-08-01,2.3435,2.3435,1.13,1.76,10.02,18.32,21.32,59.58,54.15,18.39,24.27,134.35,134.35
110023,易方达医疗保健行业混合A,2025-08-01,4.691,4.691,0.99,6.59,19,35.97,57.73,59.56,53.05,64.89,54.01,369.1,369.1
008187,淳厚信睿混合C,2025-08-01,2.7656,2.7656,-1.94,2.63,16.76,32.67,38.26,59.53,49.01,42.07,40.04,176.56,176.56
017747,建信电子行业股票C,2025-08-01,1.2699,1.2699,-2.47,-1.94,4.96,2.99,3.78,59.52,32.52,,9.38,26.99,26.99
019505,国泰君安中证1000优选股票发起A,2025-08-01,1.4208,1.4208,0.2,-0.01,7.8,18.34,24.39,59.5,,,24.22,42.08,42.08
017854,易方达云计算ETF联接C,2025-08-01,1.2593,1.2593,-0.52,1.34,11.1,16.53,20.12,59.49,16.63,,18.75,25.93,25.93
016515,申万菱信智能生活量化选股混合型发起式A,2025-08-01,1.4204,1.4204,1.1,0.72,4.83,14.33,21.02,59.49,38.27,,20.24,42.04,42.04
011370,华商均衡成长混合C,2025-08-01,1.1371,1.1371,-0.94,5.59,17.58,37.83,40.24,59.48,29.29,23.06,40.04,13.71,13.71
010491,鹏华高质量增长混合C,2025-08-01,0.8874,0.8874,0.11,4.92,10.32,26.63,26.93,59.46,18.84,-7.81,27.46,-11.26,-11.26
004450,嘉实前沿科技沪港深股票A,2025-08-01,1.9742,1.9742,-0.46,-2.92,3.13,6.53,26.63,59.45,12.82,9.7,30.21,97.4,97.40026
013722,信澳景气优选混合C,2025-08-01,1.1146,1.1146,0.08,4.89,11.05,33.6,18.06,59.43,52.31,16.96,24.56,11.46,11.46
018661,大成中证1000指数增强发起式A,2025-08-01,1.256,1.256,0.38,-1.06,5.34,14.15,22.9,59.43,25.6,,22.07,25.6,25.6
014559,华商品质慧选混合C,2025-08-01,1.0413,1.0413,1.18,1.22,8.07,24.35,40.2,59.42,29.77,2.86,45.15,4.13,4.13
021377,兴业中证港股通互联网指数发起式A,2025-08-01,1.5914,1.5914,-1.38,-3.09,2.97,9.15,23.14,59.41,,,24.91,59.14,59.14
018148,百嘉百瑞混合发起式A,2025-08-01,1.4122,1.6122,-0.61,0.06,7.09,12.49,29.44,59.4,,,30.72,63.57,63.573779
003877,富国久利稳健配置混合A,2025-08-01,1.3602,1.6172,0.16,0.31,9.03,18.79,27.35,59.36,46.86,40.57,31.24,72.14,72.136911
010593,南方医药创新股票C,2025-08-01,0.7391,0.7391,-1.26,4.87,18.65,34.43,59.08,59.36,40.59,30.15,56.42,-26.09,-26.09
019370,富国久利稳健配置混合E,2025-08-01,1.36,1.425,0.16,0.31,9.04,18.79,27.35,59.36,,,31.23,48.53,48.52626
018204,金信优质成长混合A,2025-08-01,1.3884,1.3884,0.49,3.3,11.48,20.34,32.44,59.35,16.2,,31.45,38.84,38.84
000649,长城久鑫混合A,2025-08-01,1.8646,2.2827,-1.24,-2.45,6.15,0.02,16.81,59.34,19.21,0.99,38.94,128.27,128.268941
005187,长安鑫兴混合C,2025-08-01,2.3142,2.3142,1.13,1.76,10,18.27,21.23,59.34,53.69,17.85,24.16,131.42,131.42
013153,长信电子信息量化灵活配置混合C,2025-08-01,1.249,1.249,0.24,0.24,6.66,22.33,23.42,59.31,34.45,11.22,25.78,-17.77,-17.774852
019814,民生加银国证2000指数增强A,2025-08-01,1.4768,1.4768,0.41,-0.05,5.64,17.33,23.82,59.31,,,24.34,47.68,47.68
007114,永赢高端制造混合C,2025-08-01,1.2611,1.2611,-1.41,9.51,25.02,37.37,39.89,59.27,31.46,3.59,36.73,26.1,26.09739
020485,中欧中证全指软件开发指数发起C,2025-08-01,1.2561,1.2561,0.67,0.21,6.4,12.67,15.27,59.24,,,15.55,25.61,25.61
007853,华商计算机行业量化股票发起式A,2025-08-01,1.2751,1.2751,1.02,0.93,10.04,8.22,13.25,59.21,8.84,21.33,13.2,27.51,27.51
018729,华夏智胜新锐股票C,2025-08-01,1.3144,1.3144,0.55,-0.21,7.25,19.88,29.88,59.17,30.93,,28.51,31.44,31.44
015842,国投瑞银专精特新量化选股混合A,2025-08-01,1.162,1.162,0.38,0.47,4.88,18.2,25.83,59.16,22.51,,29.64,16.2,16.2
018207,申万菱信中证沪港深数字经济主题指数型发起式A,2025-08-01,1.3392,1.3392,-0.76,-2.5,2.57,3.99,15.15,59.16,28.72,,14.12,33.92,33.92
012322,东财云计算增强C,2025-08-01,1.207,1.207,-0.49,1.63,11.83,17.96,20.62,59.11,20.15,63.17,19.36,20.7,20.7
011503,建信智能生活混合,2025-08-01,0.9593,0.9593,-0.45,-2.88,1.26,6.81,22.31,59.01,24.7,-6.72,21.38,-4.07,-4.07
012587,南方港股创新视野一年持有混合C,2025-08-01,1.4602,1.4602,-1.28,-1.39,0.95,10.78,31.63,58.94,55.77,54.93,34.01,46.02,46.02
012922,易方达全球成长精选混合(QDII)人民币C,2025-07-31,1.8064,1.8064,0.36,5.27,13.82,35.57,35.6,58.93,75.34,80.37,34.21,80.64,
003165,鹏华弘嘉混合A,2025-08-01,2.8117,2.8117,0.59,1.5,8.99,20.41,34.17,58.91,16.69,29.24,33.5,181.17,181.17
013132,创金合信文娱媒体股票发起A,2025-08-01,1.4615,1.4615,-0.06,-1.59,4.78,10.28,20.53,58.89,33.95,73.84,19.69,46.15,46.15
019506,国泰君安中证1000优选股票发起C,2025-08-01,1.4116,1.4116,0.21,-0.01,7.76,18.22,24.14,58.87,,,23.93,41.16,41.16
016516,申万菱信智能生活量化选股混合型发起式C,2025-08-01,1.4071,1.4071,1.11,0.71,4.8,14.21,20.78,58.85,37.18,,19.97,40.71,40.71
019815,民生加银国证2000指数增强C,2025-08-01,1.4698,1.4698,0.41,-0.06,5.61,17.24,23.63,58.85,,,24.12,46.98,46.98
020384,金信转型创新成长混合发起式C,2025-08-01,2.3832,2.7502,-0.49,0.83,4.77,13.12,20.91,58.83,,,24.81,49.21,49.212768
018662,大成中证1000指数增强发起式C,2025-08-01,1.2461,1.2461,0.39,-1.06,5.32,14.04,22.66,58.82,24.61,,21.81,24.61,24.61
000634,富国天盛灵活配置基金,2025-08-01,1.367,2.897,0.66,6.3,18.87,35.21,45.58,58.77,21.62,7.05,46.52,299.12,299.121141
019020,易方达医疗保健行业混合C,2025-08-01,4.65,4.65,1.0,6.58,18.96,35.81,57.31,58.76,,,53.57,50.73,50.729335
015553,融通价值成长混合A,2025-08-01,1.3197,1.3197,0.37,-0.14,10.13,24.78,38.54,58.71,28.49,33.06,30.38,31.97,31.97
003166,鹏华弘嘉混合C,2025-08-01,2.7612,2.7612,0.59,1.49,8.97,20.36,34.04,58.61,16.23,28.48,33.36,176.12,176.12
017628,华商计算机行业量化股票发起式C,2025-08-01,1.2625,1.2625,1.02,0.92,9.99,8.12,13.03,58.59,7.99,,12.93,32.25,32.254347
008950,平安匠心优选混合C,2025-08-01,1.2677,1.5027,-1.3,-0.37,7.96,16.96,34.08,58.58,28.83,11.6,35.66,53.2,53.19916
